bytes_sent,index,source_port,destination_ip,log_level,system_type,action,timestamp,destination_port,host_name,domain_name,response_code,bytes_received,query_duration,event_id,description,direction,status,response,application,service_name,process_id,protocol,rule_id,severity,query_type,message,user_id,session_duration,source_ip
,Security,,172.28.182.155,,,logout,2025-09-30T09:04:01.044922,,,,,,,a51e7c2f-2def-4bdf-899a-36d9b81cd866,session timeout for user on outlook,,success,,zoom,,,,,high,,,user42,,192.168.2.7
232118,Network,64620,172.20.3.109,,,,2025-09-30T08:59:35.843944,53,,,,997905,,fd99b79a-dfc0-476b-a3c5-88fef8dc519f,,,,,,,,ICMP,,info,,,,299.598,130.188.142.45
,System Log,,10.43.199.215,ERROR,windows,,2025-09-30T08:37:58.742072,,WIN-8931,,,,,e7a04999-6b00-42a9-a329-8f13ebc1b52f,,,,,,sshd,50573,,,INFO,,Password changed,,,192.168.141.71
,Firewall,26702,172.26.107.91,,,drop,2025-09-30T08:45:41.778399,80,,,,,,e5a5d8eb-5a86-4807-812e-056fd282690f,,inbound,,,,,,ICMP,FW_RULE_5944,critical,,,,,82.212.128.229
,DNS,,210.209.205.54,,,,2025-09-30T09:14:38.480292,,,example.com,2,,0.224,a3821410-106b-4edd-975f-8ed688623501,,,,SERVFAIL,,,,,,info,NS,,,,10.174.106.51
,Security,,192.168.95.97,,,logout,2025-09-30T08:59:42.295429,,,,,,,86b0c74e-7d05-45b1-b25a-3dd20a181a8f,system shutdown for user on outlook,,success,,zoom,,,,,medium,,,user83,,172.25.251.213
1438498,Network,61011,10.175.75.215,,,,2025-09-30T08:38:57.226095,5432,,,,195890,,1322b925-b3d1-4b88-ae56-efa87fb4b73b,,,,,,,,ICMP,,info,,,,245.671,172.18.76.144
,System Log,,172.20.126.154,WARNING,linux,,2025-09-30T09:08:46.282657,,LNX-1801,,,,,d86e735c-c6cb-49df-9397-a9083c69d4ee,,,,,,postgresql,26704,,,DEBUG,,Password authentication,,,172.24.63.172
,Firewall,35315,10.171.72.44,,,deny,2025-09-30T09:24:56.179667,22,,,,,,0670fbc1-eadb-4ccd-98bd-770b27cf66e4,,inbound,,,,,,TCP,FW_RULE_1087,warning,,,,,153.146.246.214
,DNS,,109.74.99.47,,,,2025-09-30T08:40:11.261493,,,dev.company.local,0,,0.131,9acc722a-1622-4a8a-b871-d9ae801fb70c,,,,NOERROR,,,,,,info,MX,,,,172.18.77.244
,Security,,192.168.230.57,,,permission_change,2025-09-30T08:35:39.411458,,,,,,,4600e356-a398-450b-ab32-0c9b4bff8c30,group membership change for user on slack,,success,,ssh,,,,,medium,,,user67,,10.73.233.246
736703,Network,58207,10.208.138.73,,,,2025-09-30T08:57:36.218379,3306,,,,1182759,,59386816-debf-44ad-baab-3c6b40d67832,,,,,,,,TCP,,info,,,,160.932,16.12.80.162
,System Log,,172.23.140.193,ERROR,linux,,2025-09-30T09:09:25.108518,,LNX-3737,,,,,2ff82905-70fa-489c-843a-165c9a59a3fa,,,,,,sshd,27314,,,DEBUG,,Password authentication,,,192.168.3.76
,Firewall,56950,192.168.128.83,,,drop,2025-09-30T09:20:30.110867,5432,,,,,,88cd3301-9f02-428a-80e9-0b53aae12e42,,outbound,,,,,,UDP,FW_RULE_2147,info,,,,,10.107.3.24
,DNS,,58.43.157.61,,,,2025-09-30T09:24:55.306384,,,dev.company.local,0,,0.721,8a268173-3892-4a64-8e03-38cfa5b58371,,,,NOERROR,,,,,,info,A,,,,192.168.170.19
,Security,,10.59.95.19,,,password_change,2025-09-30T08:52:51.242376,,,,,,,0b244261-1d57-4189-8c0d-3e8814832f3c,user initiated for user on chrome,,success,,chrome,,,,,critical,,,user18,,172.24.90.203
972945,Network,49163,10.60.4.188,,,,2025-09-30T09:15:35.441136,80,,,,253012,,00a8af24-3377-46bc-9988-6549efd80b10,,,,,,,,UDP,,info,,,,98.797,182.182.223.204
,System Log,,172.26.238.150,WARNING,windows,,2025-09-30T09:12:40.944451,,WIN-8061,,,,,1b3f6d2f-7de4-4544-a24e-37eb751eb225,,,,,,sshd,12492,,,INFO,,User account created,,,10.251.176.217
,Firewall,60240,10.110.108.151,,,deny,2025-09-30T09:04:47.149516,80,,,,,,12fc0eaf-f6ad-47f4-a3fb-65d0850848e8,,outbound,,,,,,UDP,FW_RULE_7185,critical,,,,,10.168.35.254
,DNS,,32.44.205.135,,,,2025-09-30T09:21:45.455650,,,mail.company.local,0,,0.057,d3062bae-dddf-4d46-9233-5b1585dd6757,,,,NOERROR,,,,,,info,NS,,,,10.27.125.30
,Security,,192.168.2.29,,,logout,2025-09-30T08:40:13.701931,,,,,,,261ca9f4-ac0f-441f-aac7-72de6d938448,session timeout for user on firefox,,success,,zoom,,,,,medium,,,user54,,192.168.166.116
880532,Network,58823,10.195.84.84,,,,2025-09-30T09:10:32.353695,443,,,,391263,,3c6f2db6-b024-46a3-96bd-bb2f49b71d28,,,,,,,,TCP,,info,,,,166.072,192.168.250.99
,System Log,,192.168.70.141,ERROR,windows,,2025-09-30T08:35:37.122822,,WIN-5359,,,,,6e55d9b0-55f6-42d9-85b8-87f544320ea3,,,,,,postgresql,32781,,,INFO,,User account created,,,172.22.164.8
,Firewall,42431,172.26.205.93,,,drop,2025-09-30T09:31:08.628699,3306,,,,,,9755ec82-e801-4bd6-991f-721e1660483b,,inbound,,,,,,ICMP,FW_RULE_7998,critical,,,,,203.198.2.67
,DNS,,72.56.145.158,,,,2025-09-30T08:44:41.462193,,,wiki.internal.net,0,,0.181,bd969e29-b482-4251-9da9-d86abec241e5,,,,NOERROR,,,,,,info,CNAME,,,,172.28.162.165
,Security,,10.53.30.10,,,logout,2025-09-30T09:17:51.728786,,,,,,,615e6926-87cd-49a5-82eb-7e437081750c,session timeout for user on zoom,,success,,vpn,,,,,critical,,,user19,,192.168.133.161
1405378,Network,57868,192.168.118.20,,,,2025-09-30T09:09:11.720762,22,,,,1472328,,1d35b7b4-ec1c-49cd-a69f-49006a07e81c,,,,,,,,TCP,,info,,,,194.425,10.82.166.197
,System Log,,172.16.117.29,INFO,windows,,2025-09-30T09:23:09.261168,,WIN-6568,,,,,72ce2567-be90-47a5-933c-0b22a82579c1,,,,,,httpd,11069,,,ERROR,,Password changed,,,172.21.67.153
,Firewall,63394,172.25.211.238,,,deny,2025-09-30T09:01:34.647656,5432,,,,,,78989c03-e7c5-4d6c-b0e4-bb18135dc6a5,,outbound,,,,,,ICMP,FW_RULE_6468,warning,,,,,76.251.149.10
,DNS,,54.97.37.41,,,,2025-09-30T08:40:29.834518,,,company.local,0,,0.58,5264091d-dcd4-4d23-a3bf-99952d41babe,,,,NOERROR,,,,,,info,CNAME,,,,172.16.236.242
,Security,,172.29.198.251,,,file_access,2025-09-30T09:28:14.575278,,,,,,,f6953d17-930f-491a-922d-6562f8b4718f,delete for user on firefox,,success,,slack,,,,,medium,,,user11,,172.25.108.229
490258,Network,20906,192.168.28.114,,,,2025-09-30T09:27:32.726221,61882,,,,428622,,2351388d-3ea8-42e7-b6aa-4c6389d79c84,,,,,,,,UDP,,info,,,,52.278,10.33.168.68
,System Log,,10.78.191.17,INFO,linux,,2025-09-30T08:46:10.246656,,LNX-9943,,,,,fd57ee1d-cac9-4878-bcfd-1a510cc70ad1,,,,,,httpd,14766,,,CRITICAL,,Process terminated,,,192.168.97.185
,Firewall,32476,172.18.187.229,,,deny,2025-09-30T09:07:07.996589,443,,,,,,c7ae72c5-6246-441b-999d-bcc2afae9d11,,inbound,,,,,,ICMP,FW_RULE_2143,info,,,,,172.25.83.162
,DNS,,117.111.122.159,,,,2025-09-30T08:58:02.886735,,,test.org,0,,0.438,a25028fd-124f-48e2-a984-5ffa7839b231,,,,NOERROR,,,,,,info,NS,,,,10.221.213.112
,Security,,192.168.180.84,,,password_change,2025-09-30T09:11:21.473677,,,,,,,8e2cb73e-2586-4ec5-acda-c8aef6666f92,admin reset for user on slack,,success,,chrome,,,,,medium,,,user27,,172.24.170.19
268866,Network,40077,10.114.226.122,,,,2025-09-30T09:21:19.176514,40533,,,,383243,,b021ab83-e1eb-4d5d-824c-604276fa6b4d,,,,,,,,ICMP,,info,,,,226.318,10.58.80.238
,System Log,,10.247.68.183,WARNING,windows,,2025-09-30T09:26:53.590193,,WIN-4317,,,,,0ad8b2b3-7a08-4ebd-9012-036a8198de7e,,,,,,postgresql,10376,,,ERROR,,Application crash,,,10.20.6.236
,Firewall,8008,10.239.61.172,,,drop,2025-09-30T08:58:11.375589,5432,,,,,,af2536e4-8093-4492-8d15-461755d820a1,,outbound,,,,,,TCP,FW_RULE_5922,warning,,,,,115.117.198.190
,DNS,,106.226.77.217,,,,2025-09-30T09:21:15.874762,,,dev.company.local,0,,0.338,3a65408c-204e-4612-9f9c-a2faecea73f3,,,,NOERROR,,,,,,info,A,,,,192.168.45.167
,Security,,172.28.84.149,,,login,2025-09-30T09:12:00.634808,,,,,,,1a10f434-8229-4759-96e5-9dcf2da0a488,failed login for user on zoom,,failure,,chrome,,,,,critical,,,user21,,10.97.164.137
1472882,Network,57054,10.15.22.48,,,,2025-09-30T09:25:15.988216,25,,,,442995,,4897f452-4b3e-4e95-bf9b-323cb8c43ec9,,,,,,,,ICMP,,info,,,,128.844,18.119.154.144
,System Log,,192.168.219.99,INFO,windows,,2025-09-30T09:32:26.260094,,WIN-1036,,,,,94eaba85-8651-4866-9da0-8acda234c3fb,,,,,,httpd,49864,,,INFO,,Service started,,,10.11.146.44
,Firewall,39717,10.7.33.163,,,deny,2025-09-30T08:54:07.877301,3306,,,,,,bff8ae8c-d8f3-42a8-9e62-ca59cea08392,,outbound,,,,,,ICMP,FW_RULE_3385,critical,,,,,125.144.87.41
,DNS,,77.85.31.139,,,,2025-09-30T09:14:56.265569,,,mail.company.local,0,,0.866,00f57fd3-10b9-4905-9bcc-d6a94e434b9a,,,,NOERROR,,,,,,info,TXT,,,,172.25.120.99
,Security,,192.168.71.255,,,logout,2025-09-30T10:51:44.937801,,,,,,,a90c6354-e04c-4ed6-bf60-1ecad2d0bcb6,user initiated for user on slack,,success,,ssh,,,,,low,,,user21,,10.174.28.63
1067293,Network,50507,192.168.148.148,,,,2025-09-30T10:45:25.437416,3389,,,,1465209,,7345ec85-6653-489b-a0a3-730e81a63cd3,,,,,,,,ICMP,,info,,,,245.556,60.39.172.43
,System Log,,10.50.6.155,ERROR,windows,,2025-09-30T10:43:06.872744,,WIN-6624,,,,,499f9aeb-037d-4703-b9b6-4f7f87d929a4,,,,,,mysqld,5033,,,INFO,,Group membership changed,,,10.183.216.50
,Firewall,8492,192.168.73.49,,,allow,2025-09-30T10:25:56.350639,3306,,,,,,29c602f9-dd1a-44d9-9b4a-dd83ee8ac7d2,,outbound,,,,,,UDP,FW_RULE_9535,info,,,,,172.25.60.1
,DNS,,82.218.247.100,,,,2025-09-30T10:39:20.677395,,,dev.company.local,0,,0.226,1f64e2df-a559-4434-9ff1-92d77c3a022a,,,,NOERROR,,,,,,info,A,,,,10.178.182.220
,Security,,172.26.96.92,,,login,2025-09-30T10:59:14.732324,,,,,,,275b8ff7-c58b-4a9a-b526-7350a85ade31,account locked for user on chrome,,success,,chrome,,,,,low,,,user62,,172.26.0.198
791056,Network,56776,172.27.52.75,,,,2025-09-30T10:30:33.239151,25,,,,126271,,f0139018-30dc-4380-a55e-61b86c3ebffe,,,,,,,,ICMP,,info,,,,89.415,192.168.100.161
,System Log,,192.168.181.69,INFO,linux,,2025-09-30T10:58:59.870304,,LNX-3105,,,,,786b47e0-d7ec-4f4c-b0f4-4f48fb0111f6,,,,,,mysqld,35114,,,INFO,,Password authentication,,,192.168.35.83
,Firewall,48368,10.200.126.150,,,drop,2025-09-30T10:57:17.819367,3389,,,,,,95ed904d-42c2-437d-b211-76cc88cc2f39,,inbound,,,,,,UDP,FW_RULE_9179,critical,,,,,48.219.35.223
,DNS,,69.47.84.172,,,,2025-09-30T10:39:02.172760,,,company.local,0,,0.079,2710e241-ce31-4dba-8688-f3e721956939,,,,NOERROR,,,,,,info,NS,,,,10.27.58.154
,Security,,172.31.40.223,,,permission_change,2025-09-30T10:51:33.538082,,,,,,,9b6b833d-6bb7-4dd0-83c7-4bcd46366614,privilege escalation for user on ssh,,success,,ssh,,,,,low,,,user87,,172.26.9.235
1191673,Network,64610,192.168.4.181,,,,2025-09-30T10:59:35.595258,53,,,,1354881,,ea3d2d21-fbf8-411d-aef0-131e1c093b2e,,,,,,,,TCP,,info,,,,213.78,140.33.215.202
,System Log,,172.25.145.79,WARNING,linux,,2025-09-30T10:55:18.801051,,LNX-7778,,,,,ba1d67f5-21dc-4b18-beee-1520862a39e1,,,,,,nginx,10219,,,DEBUG,,Password authentication,,,172.23.154.197
,Firewall,9921,10.35.236.33,,,drop,2025-09-30T10:06:14.372321,5432,,,,,,00741c27-52a0-4803-ac3f-a8e26d3e2009,,outbound,,,,,,TCP,FW_RULE_2882,warning,,,,,72.68.41.86
,DNS,,112.49.78.241,,,,2025-09-30T10:49:45.544209,,,example.com,0,,0.761,cb0263ee-2864-45f4-ad60-fb389e0ba2dd,,,,NOERROR,,,,,,info,CNAME,,,,10.158.94.244
,Security,,172.17.128.135,,,permission_change,2025-09-30T11:01:46.587018,,,,,,,c59991e4-2373-4432-b6ff-01246aa52f8e,group membership change for user on zoom,,success,,firefox,,,,,medium,,,user43,,10.106.162.92
35156,Network,47767,10.55.254.36,,,,2025-09-30T11:03:18.938451,15487,,,,1286216,,a848937e-07ea-4028-80a9-06134d06a692,,,,,,,,TCP,,info,,,,98.512,192.168.71.74
,System Log,,192.168.233.137,WARNING,windows,,2025-09-30T11:01:59.446764,,WIN-8280,,,,,87a664f8-c05e-4ea4-b5a6-20752df26d8d,,,,,,httpd,54356,,,WARNING,,Password changed,,,172.30.60.200
,Firewall,62963,172.31.182.176,,,drop,2025-09-30T10:47:48.294831,53,,,,,,e50bf5a0-60c0-4dc3-95a8-2e8b2f79758b,,outbound,,,,,,ICMP,FW_RULE_1909,info,,,,,10.103.115.224
,DNS,,161.13.199.154,,,,2025-09-30T10:58:48.078281,,,mail.company.local,0,,0.578,fcca4e3a-7189-4d27-bcb6-11d2e1b4074f,,,,NOERROR,,,,,,info,A,,,,10.205.68.161
,Security,,172.26.65.159,,,file_access,2025-09-30T11:21:56.535473,,,,,,,9f77c29e-db78-4282-9ce1-a746d5fd3467,execute for user on chrome,,success,,slack,,,,,low,,,user53,,172.26.100.143
982487,Network,30973,10.62.113.93,,,,2025-09-30T10:23:53.530188,5571,,,,886938,,94363800-ee60-4387-8d0d-5871416d569d,,,,,,,,TCP,,info,,,,146.634,10.185.125.232
,System Log,,10.22.202.225,WARNING,linux,,2025-09-30T11:22:56.665786,,LNX-3783,,,,,df094114-1617-45bd-a6ce-cb87136e6573,,,,,,nginx,40815,,,WARNING,,USB device connected,,,172.31.228.176
,Firewall,27243,172.21.107.218,,,deny,2025-09-30T10:49:11.984913,3389,,,,,,f9a5a0b7-aae0-4824-8609-4459a16b40fd,,inbound,,,,,,UDP,FW_RULE_3004,critical,,,,,172.18.98.218
,DNS,,192.208.23.47,,,,2025-09-30T11:21:55.232654,,,dev.company.local,0,,0.512,ef47a180-52d7-49d6-83a6-b463ef83feaf,,,,NOERROR,,,,,,info,AAAA,,,,10.186.168.113
,Security,,10.219.221.87,,,logout,2025-09-30T10:52:44.807228,,,,,,,ab593e65-2eb7-48e2-b46d-7bd5203c1df0,user initiated for user on chrome,,success,,chrome,,,,,medium,,,user69,,172.22.37.181
1256193,Network,30055,172.17.104.36,,,,2025-09-30T10:38:57.162539,20279,,,,1066097,,73688b02-2672-4512-88f1-703b6c1a5b00,,,,,,,,UDP,,info,,,,292.516,10.255.53.171
,System Log,,172.23.50.181,ERROR,linux,,2025-09-30T11:07:33.135003,,LNX-7001,,,,,5a50077a-7adf-4516-b446-a2e93eb99ecf,,,,,,postgresql,50107,,,DEBUG,,Password authentication,,,192.168.220.241
,Firewall,52620,10.113.59.115,,,allow,2025-09-30T10:38:47.756568,25,,,,,,0a21a43f-bb71-4a45-82f9-c9eafe5b706b,,outbound,,,,,,TCP,FW_RULE_6186,warning,,,,,32.100.240.61
,DNS,,214.57.237.188,,,,2025-09-30T11:23:15.114748,,,wiki.internal.net,0,,0.989,bf2ccc15-9815-4949-87fa-ce2df7bb89b1,,,,NOERROR,,,,,,info,MX,,,,172.20.100.121
,Security,,192.168.214.242,,,password_change,2025-09-30T10:39:23.172921,,,,,,,0b6ab048-1c76-488b-830e-2cbf03de9399,user initiated for user on chrome,,success,,vpn,,,,,critical,,,user50,,172.25.169.251
696722,Network,63934,172.23.82.68,,,,2025-09-30T11:13:59.198197,3306,,,,1239385,,f34c1aeb-5186-4c33-8795-77091ad958ee,,,,,,,,UDP,,info,,,,230.424,193.232.103.224
,System Log,,192.168.165.75,ERROR,linux,,2025-09-30T10:44:46.274669,,LNX-1776,,,,,d9c41554-4312-4755-9151-bc273da3f60d,,,,,,postgresql,51272,,,WARNING,,Process forked,,,192.168.68.150
,Firewall,23562,10.107.128.150,,,allow,2025-09-30T10:28:41.815739,25,,,,,,c80a213f-aa21-4029-aa79-8e227555c4ba,,inbound,,,,,,UDP,FW_RULE_3501,critical,,,,,105.138.2.127
,DNS,,105.232.154.239,,,,2025-09-30T11:07:48.755971,,,mail.company.local,0,,0.123,d33ec7d0-42ec-4a0e-9938-3577e3b5f150,,,,NOERROR,,,,,,info,MX,,,,172.19.39.135
,Security,,10.246.235.166,,,password_change,2025-09-30T10:59:55.686139,,,,,,,264b36d4-3b89-42d1-ba15-c6e15f89ede0,system enforced for user on chrome,,success,,vpn,,,,,medium,,,user90,,10.204.26.44
1424836,Network,65253,172.30.20.128,,,,2025-09-30T10:58:48.482334,22,,,,748157,,498bcd14-ede0-47e1-8916-81cf1681768d,,,,,,,,TCP,,info,,,,20.735,192.168.235.66
,System Log,,172.18.181.203,INFO,linux,,2025-09-30T10:31:59.644948,,LNX-6240,,,,,104f430a-6723-41a6-856d-963266628813,,,,,,postgresql,29470,,,DEBUG,,Service restart,,,172.16.104.206
,Firewall,5069,10.168.148.4,,,deny,2025-09-30T10:36:52.815748,22,,,,,,1e22316e-ed3e-47d6-a1fb-2f5237322ce6,,inbound,,,,,,ICMP,FW_RULE_7571,info,,,,,172.29.57.206
,DNS,,164.53.105.53,,,,2025-09-30T11:00:47.984032,,,company.local,0,,0.811,c703d2ec-fab7-4597-bde4-aeaa173faea1,,,,NOERROR,,,,,,info,AAAA,,,,192.168.104.226
,Security,,192.168.199.145,,,file_access,2025-09-30T10:44:06.805460,,,,,,,bb51784c-7a14-467a-a2d0-54a1135fe841,read for user on chrome,,success,,vpn,,,,,critical,,,user21,,172.17.159.206
2605,Network,54307,172.30.210.64,,,,2025-09-30T11:25:03.315051,25,,,,1315246,,24a5a165-3e01-4440-b749-0cc46ee46f89,,,,,,,,TCP,,info,,,,180.853,10.117.33.91
,System Log,,172.22.189.62,INFO,windows,,2025-09-30T10:58:57.844610,,WIN-7599,,,,,c480b1cc-6bac-4aa3-87ca-be5547123b33,,,,,,postgresql,3531,,,WARNING,,Service stopped,,,172.19.232.194
,Firewall,26770,192.168.195.8,,,allow,2025-09-30T10:36:54.458988,25,,,,,,51ce63a9-bc7b-479c-a0d1-40f3af1320e6,,inbound,,,,,,TCP,FW_RULE_6392,info,,,,,172.26.226.13
,DNS,,9.254.43.144,,,,2025-09-30T11:22:30.232154,,,internal.net,0,,1.0,66ab5e57-4fed-47e1-9277-ecb845603cd0,,,,NOERROR,,,,,,info,NS,,,,192.168.42.159
,Security,,10.188.123.145,,,file_access,2025-09-30T10:51:32.111517,,,,,,,289b8f53-731b-4f28-a1b1-74c0e9d2d0fe,write for user on chrome,,success,,outlook,,,,,low,,,user80,,172.28.7.40
1053469,Network,61735,172.23.166.245,,,,2025-09-30T11:21:09.349780,22,,,,1311929,,941e3ea3-463a-4eef-a362-4dde0bbdac7c,,,,,,,,UDP,,info,,,,132.401,10.11.21.6
,System Log,,10.187.237.137,WARNING,linux,,2025-09-30T10:32:58.551122,,LNX-7642,,,,,c72de56b-e21a-42a7-9786-7bdca5a0c9ac,,,,,,mysqld,19338,,,ERROR,,Service restart,,,10.78.96.101
,Firewall,28621,10.68.250.52,,,deny,2025-09-30T10:36:43.442135,3389,,,,,,4940f05f-8a75-4209-b8fb-0d73b804640f,,outbound,,,,,,UDP,FW_RULE_6087,critical,,,,,172.27.198.101
,DNS,,5.188.139.100,,,,2025-09-30T10:32:22.277743,,,test.org,0,,0.591,c49c30c9-ad91-4eda-8b98-17ae4ae241af,,,,NOERROR,,,,,,info,AAAA,,,,10.217.136.228
,Security,,172.16.40.129,,,permission_change,2025-09-30T11:08:22.326073,,,,,,,63b01dd1-f727-4faa-899c-b524a6e975b3,privilege escalation for user on outlook,,success,,outlook,,,,,low,,,user33,,10.248.210.199
5897,Network,59292,192.168.173.185,,,,2025-09-30T11:06:25.990329,45219,,,,404263,,f97fd34c-5ed6-44be-a388-e8877bda7a78,,,,,,,,UDP,,info,,,,168.659,172.26.103.141
,System Log,,192.168.207.122,INFO,windows,,2025-09-30T11:30:42.523934,,WIN-8073,,,,,daf385c4-71aa-451c-933b-7aea6d6e5b60,,,,,,postgresql,37664,,,DEBUG,,Password changed,,,10.121.80.203
,Firewall,20378,172.24.11.188,,,deny,2025-09-30T10:40:00.059286,5432,,,,,,1a3de2e6-145e-461b-b8fc-6d106b774c2c,,outbound,,,,,,UDP,FW_RULE_2263,warning,,,,,111.143.221.83
,DNS,,163.12.24.164,,,,2025-09-30T10:57:57.914822,,,test.org,0,,0.029,f563d6e7-e415-4e47-8408-8ba0f95ea281,,,,NOERROR,,,,,,info,CNAME,,,,10.207.47.47
,Security,,10.14.196.174,,,password_change,2025-09-30T10:58:17.267632,,,,,,,1279b030-c49f-4eca-87ac-5f86b2468a06,system enforced for user on ssh,,success,,firefox,,,,,high,,,user65,,10.34.15.164
1461650,Network,63692,192.168.132.149,,,,2025-09-30T11:18:17.278212,80,,,,864433,,4274d6ad-c0a9-4312-99c5-bef7fc915d7b,,,,,,,,UDP,,info,,,,80.846,238.172.41.175
,System Log,,10.170.241.36,WARNING,windows,,2025-09-30T11:32:37.210102,,WIN-8014,,,,,369a2996-cfa1-4dec-8c9c-e646e04fe515,,,,,,mysqld,52469,,,WARNING,,Update installed,,,192.168.247.120
,Firewall,35572,172.24.219.26,,,allow,2025-09-30T11:17:48.481954,25,,,,,,656ebd45-8543-4570-b04d-df8b49c48f7b,,inbound,,,,,,ICMP,FW_RULE_1256,info,,,,,172.20.158.206
,DNS,,187.224.241.186,,,,2025-09-30T11:27:54.074533,,,mail.company.local,0,,0.141,d1643d87-13a3-4eab-b98d-2c313c1dc3d7,,,,NOERROR,,,,,,info,CNAME,,,,172.19.173.193
,Security,,10.231.169.56,,,login,2025-09-30T10:49:15.142337,,,,,,,af243a41-c911-46ab-9f75-282da0e2e8e3,account locked for user on slack,,success,,chrome,,,,,high,,,user97,,192.168.136.8
391867,Network,22699,10.213.180.255,,,,2025-09-30T10:49:11.206607,42917,,,,446143,,3072fe0e-5140-4c9f-b63d-eda5bb04460a,,,,,,,,UDP,,info,,,,198.285,186.79.70.88
,System Log,,192.168.222.52,ERROR,windows,,2025-09-30T10:40:36.839546,,WIN-7693,,,,,18922dc9-84de-4f34-959b-f081916a6704,,,,,,sshd,64109,,,DEBUG,,Group membership changed,,,172.23.152.68
,Firewall,47945,10.93.197.249,,,deny,2025-09-30T10:54:25.231182,22,,,,,,58567feb-d103-47ec-b32d-bb0c19ad3ba1,,outbound,,,,,,UDP,FW_RULE_5176,warning,,,,,192.168.42.42
,DNS,,120.77.221.175,,,,2025-09-30T10:55:58.550111,,,test.org,2,,0.952,09b70ee8-8775-4c02-af1f-6af4404a5565,,,,SERVFAIL,,,,,,info,MX,,,,172.20.98.49
,Security,,10.114.124.114,,,password_change,2025-09-30T11:32:42.776105,,,,,,,de495603-3e46-47d4-9267-5c1254eed191,system enforced for user on vpn,,success,,vpn,,,,,medium,,,user44,,172.28.149.208
81283,Network,52841,172.22.206.66,,,,2025-09-30T11:02:18.279206,22,,,,1245674,,a2adca6d-4cd7-461f-9a0e-630e3ccb3747,,,,,,,,UDP,,info,,,,83.925,10.88.113.83
,System Log,,192.168.150.213,INFO,windows,,2025-09-30T10:56:04.568414,,WIN-1263,,,,,8d2a0408-7057-4dbc-8162-cee804b3e2b7,,,,,,sshd,37806,,,WARNING,,Update installed,,,10.105.187.211
,Firewall,63316,10.187.232.114,,,drop,2025-09-30T10:43:36.394927,80,,,,,,70a9e794-0841-433e-8e47-5e2a32e5297c,,inbound,,,,,,TCP,FW_RULE_2280,warning,,,,,10.3.241.195
,DNS,,155.149.119.59,,,,2025-09-30T10:57:34.790273,,,test.org,0,,0.022,9b1ca853-60a5-4ca4-8472-4fa108122153,,,,NOERROR,,,,,,info,A,,,,10.54.226.126
,Security,,192.168.207.95,,,permission_change,2025-09-30T10:55:01.850017,,,,,,,eb3a5e74-aaa3-4553-a1ad-5a15195fe216,role update for user on vpn,,success,,outlook,,,,,critical,,,user95,,10.79.139.64
1002456,Network,51371,10.28.123.204,,,,2025-09-30T10:41:56.647572,53,,,,1227416,,09fa7c3c-5a13-428b-81d1-03c7e4ac8e06,,,,,,,,UDP,,info,,,,74.267,84.224.186.219
,System Log,,172.20.7.218,WARNING,windows,,2025-09-30T11:24:19.947816,,WIN-4992,,,,,6f00a105-675b-4bbb-8002-dab84871faa7,,,,,,mysqld,63304,,,CRITICAL,,Application crash,,,10.240.95.23
,Firewall,46128,10.93.142.161,,,deny,2025-09-30T10:43:18.438906,5432,,,,,,bb2ece20-715f-46f3-9b19-b3d963539f25,,outbound,,,,,,UDP,FW_RULE_2847,critical,,,,,172.20.62.166
,DNS,,227.253.183.236,,,,2025-09-30T11:30:48.339187,,,test.org,0,,0.768,2c3938b5-4670-4021-9f18-cf0807097987,,,,NOERROR,,,,,,info,MX,,,,172.24.211.43
,Security,,172.25.212.38,,,logout,2025-09-30T10:54:45.966835,,,,,,,62f0430e-7082-4318-9172-8238efb169a7,system shutdown for user on slack,,success,,zoom,,,,,critical,,,user75,,192.168.206.149
1390643,Network,61708,172.22.107.77,,,,2025-09-30T11:31:02.971633,443,,,,1226361,,75a61faf-3a4c-48f9-b7d6-a47bebda675d,,,,,,,,TCP,,info,,,,177.311,107.234.176.249
,System Log,,192.168.42.110,ERROR,linux,,2025-09-30T11:02:22.967770,,LNX-3821,,,,,ff48a02d-202e-429c-8e2f-1292145bf304,,,,,,sshd,7696,,,ERROR,,USB device connected,,,10.166.167.214
,Firewall,45162,172.31.214.180,,,allow,2025-09-30T11:09:30.322700,53,,,,,,a9dc75ef-6232-4b51-9330-d3838473ba52,,inbound,,,,,,TCP,FW_RULE_1715,warning,,,,,10.43.4.101
,DNS,,229.26.215.66,,,,2025-09-30T10:56:35.856777,,,mail.company.local,0,,0.007,ca766376-b9b6-42c7-b1a3-adcb5aee1c2e,,,,NOERROR,,,,,,info,CNAME,,,,172.22.89.33
,Security,,192.168.181.82,,,permission_change,2025-09-30T11:18:09.259529,,,,,,,fca95127-a5d0-47de-9ac7-5d6893a45245,role update for user on ssh,,success,,zoom,,,,,high,,,user39,,172.19.5.67
670385,Network,59634,172.21.15.107,,,,2025-09-30T10:51:33.485438,80,,,,789648,,050d2e03-3e5a-4cbe-887e-95da29013d80,,,,,,,,UDP,,info,,,,130.324,70.143.154.97
,System Log,,172.25.57.21,ERROR,linux,,2025-09-30T10:49:45.924588,,LNX-7252,,,,,62d05217-edff-4b11-90a1-d7f24704f8e9,,,,,,httpd,20336,,,DEBUG,,Network interface down,,,192.168.242.222
